epoch,accuracy,binary_crossentropy,loss,precision,recall,val_accuracy,val_binary_crossentropy,val_loss,val_precision,val_recall
0,0.7562736868858337,0.3739599287509918,3.205540895462036,0.5076158046722412,0.7093061208724976,0.8586693406105042,0.24430309236049652,1.8109087944030762,0.7568956017494202,0.8476680517196655
1,0.849432110786438,0.177995964884758,1.525760531425476,0.6650348901748657,0.796612024307251,0.8791330456733704,0.14245738089084625,1.0559723377227783,0.7928153872489929,0.8622047305107117
2,0.8766900897026062,0.11707251518964767,1.0035310983657837,0.7175072431564331,0.8326637148857117,0.8868951797485352,0.08782412111759186,0.6510006189346313,0.7968409657478333,0.88612961769104
3,0.8779610395431519,0.07979494333267212,0.6839923858642578,0.7006837725639343,0.8902161121368408,0.8892136812210083,0.06512611359357834,0.4827505350112915,0.7678093910217285,0.9563900828361511
4,0.8832612037658691,0.05603288486599922,0.48030707240104675,0.6911833882331848,0.9602562785148621,0.8919354677200317,0.047506362199783325,0.352143257856369,0.7562040686607361,0.9966686964035034
5,0.8792049884796143,0.04508383944630623,0.38645344972610474,0.678270697593689,0.9795851707458496,0.9041330814361572,0.03154793754220009,0.2338506430387497,0.7792825102806091,0.9933373928070068
6,0.9014332294464111,0.02996508590877056,0.25685712695121765,0.7196084856987,0.9899011850357056,0.9117943644523621,0.020256536081433296,0.15015257894992828,0.7914965152740479,0.9978801012039185
7,0.9081124663352966,0.019183911383152008,0.1644422709941864,0.7334297299385071,0.9913128614425659,0.9339717626571655,0.014702979475259781,0.10898656398057938,0.8370257019996643,0.9954572916030884
8,0.9242563843727112,0.020054655149579048,0.17190632224082947,0.7697877883911133,0.9927245378494263,0.9404233694076538,0.012951929122209549,0.09600681811571121,0.8490857481956482,0.9984857439994812
9,0.9254732131958008,0.0153782544657588,0.131820410490036,0.7728541493415833,0.992398738861084,0.9203628897666931,0.02529255300760269,0.1874822974205017,0.8075416088104248,0.998788595199585
10,0.9240940809249878,0.014066648669540882,0.12057764828205109,0.7685402631759644,0.9947876930236816,0.9447580575942993,0.011854743584990501,0.08787387609481812,0.858967661857605,0.9978801012039185
11,0.956868588924408,0.007434568367898464,0.06372824311256409,0.8549981117248535,0.995656430721283,0.9463709592819214,0.012266065925359726,0.09092282503843307,0.8633263111114502,0.9966686964035034
12,0.9550567865371704,0.010818573646247387,0.09273556619882584,0.8502088189125061,0.9947876930236816,0.9399193525314331,0.01200318057090044,0.08897417038679123,0.8497931957244873,0.9954572916030884
13,0.9428068995475769,0.016267510131001472,0.13944320380687714,0.8168661594390869,0.992941677570343,0.9382056593894958,0.012046189978718758,0.0892929807305336,0.8448320031166077,0.9975772500038147
14,0.9458355903625488,0.010021915659308434,0.08590667694807053,0.824536144733429,0.9940275549888611,0.9462701678276062,0.00997516792267561,0.0739414244890213,0.8617716431617737,0.998788595199585
15,0.9673336744308472,0.004912554286420345,0.042109858244657516,0.8863350749015808,0.9966337084770203,0.9809475541114807,0.008177517913281918,0.06061625853180885,0.9466283917427063,0.9990914463996887
16,0.9714170098304749,0.004930073861032724,0.04225999116897583,0.9007866382598877,0.9947876930236816,0.9541330933570862,0.010645011439919472,0.07890667766332626,0.8811244964599609,0.9966686964035034
17,0.9442130923271179,0.03350935876369476,0.287238210439682,0.8210242390632629,0.9922901391983032,0.9455645084381104,0.010340089909732342,0.07664643228054047,0.8611401915550232,0.9972743988037109
18,0.9647917747497559,0.006741886027157307,0.05779062584042549,0.8802539110183716,0.9938104152679443,0.9693548679351807,0.010178733617067337,0.0754503682255745,0.9163888692855835,0.9990914463996887
19,0.9777988195419312,0.004522054456174374,0.03876249119639397,0.9217618703842163,0.9953306317329407,0.9819556474685669,0.007055108901113272,0.05229634419083595,0.9753424525260925,0.970320999622345
20,0.9671444296836853,0.007569143082946539,0.06488186120986938,0.8876818418502808,0.9938104152679443,0.9352822303771973,0.011589364148676395,0.0859067365527153,0.837221086025238,1.0
21,0.9696592688560486,0.00545811653137207,0.046786341816186905,0.8954523205757141,0.9942447543144226,0.9828628897666931,0.0073149497620761395,0.05422242730855942,0.955232560634613,0.9951544404029846
22,0.981855034828186,0.003174595069140196,0.027212275192141533,0.9381157755851746,0.9926159381866455,0.9893144965171814,0.006105208303779364,0.045255158096551895,0.974183976650238,0.9942458868026733
23,0.987074077129364,0.002640562830492854,0.0226345993578434,0.9564035534858704,0.9933760166168213,0.9912298321723938,0.005095336586236954,0.03776943311095238,0.9774279594421387,0.9966686964035034
24,0.9856408834457397,0.00410820497199893,0.03521507978439331,0.9530173540115356,0.9912042617797852,0.9826613068580627,0.006874960381537676,0.05096098408102989,0.9520508646965027,0.9981828927993774
25,0.9723904728889465,0.007470551412552595,0.06403674930334091,0.9050257205963135,0.9933760166168213,0.9750000238418579,0.007481937762349844,0.055460233241319656,0.9303833246231079,0.9996971487998962
26,0.9789345860481262,0.0037274956703186035,0.03195163980126381,0.9261019229888916,0.9947876930236816,0.9838709831237793,0.007270586211234331,0.05389358103275299,0.9548349976539612,0.998788595199585
27,0.9850459694862366,0.0027657512109726667,0.023707685992121696,0.9484044909477234,0.9940275549888611,0.9654234051704407,0.007135729305446148,0.052893947809934616,0.9061213135719299,0.9996971487998962
28,0.9868036508560181,0.002586191985756159,0.022168558090925217,0.9545502066612244,0.9943533539772034,0.9892137050628662,0.006309593096375465,0.04677017405629158,0.9722139835357666,0.9960629940032959
29,0.9829908013343811,0.0035945395939052105,0.030811982229351997,0.9426330924034119,0.9920729994773865,0.9847782254219055,0.007455617189407349,0.05526513233780861,0.9575951099395752,0.9984857439994812
